product_code,product_name,group_code,group_name,line_name,color,forecast_qty_q2,forecast_revenue_q2,forecast_qty_conservative,forecast_qty_optimistic,avg_unit_price,is_new_sku,missing_master_flag,rank_qty,rank_revenue
219002022000,Xe đạp Thống Nhất GN 2.0 700C Xanh,UNKNOWN_GROUP,Unknown group,Unknown line,Xanh,241.40709999999999,419419910.96692497,193.12568,289.68852,1737396.75,1,True,70,69
219002023000,Xe đạp Thống Nhất GN 2.0 700C Kem,UNKNOWN_GROUP,Unknown group,Unknown line,Kem,101.7489,179501429.2024412,81.39912000000001,122.09868,1764160.8823529414,1,True,123,109
224002002000,Xe đạp Thống Nhất New 24 Trắng,CITYBIKE_P,Xe phổ thông,Xe New 24,Trắng,867.7867000000001,1327828712.5741262,694.22936,1041.34404,1530132.592,0,False,19,18
224002004000,Xe đạp Thống Nhất New 24 Đỏ tươi,CITYBIKE_P,Xe phổ thông,Xe New 24,Đỏ Tươi,203.9048,299230294.0,163.12384,244.68575999999996,1467500.0,0,False,81,88
224002007000,Xe đạp Thống Nhất New 24 Coban,UNKNOWN_GROUP,Unknown group,Unknown line,Coban,0.0,0.0,0.0,0.0,1130000.0,0,True,168,185
224002009000,Xe đạp Thống Nhất New 24 Hồng,CITYBIKE_P,Xe phổ thông,Xe New 24,Hồng,427.9165,639835460.4296875,342.33320000000003,513.4997999999999,1495234.375,0,False,39,44
224002015000,Xe đạp Thống Nhất New 24 Café/nâu,CITYBIKE_P,Xe phổ thông,Xe New 24,Nâu,921.7329,1430081515.2184,737.38632,1106.0794799999999,1551514.0180180178,0,False,15,14
224002023000,Xe đạp Thống Nhất New 24 Kem,CITYBIKE_P,Xe phổ thông,Xe New 24,Kem,2273.5053000000003,3520535132.694498,1818.8042400000002,2728.20636,1548505.355450237,0,False,2,3
224002024000,Xe đạp Thống Nhất New 24 Tím,CITYBIKE_P,Xe phổ thông,Xe New 24,Tím,262.4908,390737427.8976235,209.99264,314.98895999999996,1488575.705882353,0,False,65,71
224002026000,Xe đạp Thống Nhất New 24 Xanh mint,CITYBIKE_P,Xe phổ thông,Xe New 24,Xanh Mint,861.7191,1314386472.158516,689.37528,1034.0629199999998,1525307.344537815,0,False,20,21
225002002000,Xe đạp Thống Nhất New 26 Trắng,CITYBIKE_P,Xe phổ thông,Xe New 26,Trắng,1490.8475999999998,2437688286.8593264,1192.67808,1789.0171199999997,1635102.2645502642,0,False,8,8
225002002001,Xe đạp Thống Nhất New 26 Trắng DA HP,CITYBIKE_P,Xe phổ thông,Xe New 26,Trắng,0.0,0.0,0.0,0.0,1805555.55,1,False,168,185
225002004000,Xe đạp Thống Nhất New 26 Đỏ tươi,CITYBIKE_P,Xe phổ thông,Xe New 26,Đỏ Tươi,167.035,262003660.78385714,133.62800000000001,200.442,1568555.4571428571,0,False,93,93
225002004001,Xe đạp Thống Nhất New 26 màu đỏ DA HP,CITYBIKE_P,Xe phổ thông,Xe New 26,Đỏ,0.0,0.0,0.0,0.0,1805555.55,1,False,168,185
225002007000,Xe đạp Thống Nhất New 26 Coban,UNKNOWN_GROUP,Unknown group,Unknown line,Coban,0.0,0.0,0.0,0.0,1835370.37,0,True,168,185
225002007001,Xe đạp Thống Nhất New 26 Xanh DA HP,CITYBIKE_P,Xe phổ thông,Xe New 26,Xanh,0.0,0.0,0.0,0.0,1805555.55,1,False,168,185
225002009000,Xe đạp Thống Nhất New 26 Hồng,CITYBIKE_P,Xe phổ thông,Xe New 26,Hồng,389.94449999999995,625748111.0219793,311.9556,467.9334,1604710.6986301367,0,False,46,45
225002015000,Xe đạp Thống Nhất New 26 Café/nâu,CITYBIKE_P,Xe phổ thông,Xe New 26,Nâu,1675.4661,2690309697.478673,1340.3728800000001,2010.5593199999998,1605708.2250000003,0,False,6,5
225002015001,Xe đạp Thống Nhất New 26 Café/nâu DA HP,CITYBIKE_P,Xe phổ thông,Xe New 26,Nâu,0.0,0.0,0.0,0.0,1805555.55,1,False,168,185
225002023000,Xe đạp Thống Nhất New 26 Kem,CITYBIKE_P,Xe phổ thông,Xe New 26,Kem,3218.1875,5241935601.463528,2574.55,3861.825,1628847.1698630138,0,False,1,1
225002024000,Xe đạp Thống Nhất New 26 Tím,CITYBIKE_P,Xe phổ thông,Xe New 26,Tím,215.00709999999998,336564751.6578439,172.00568,258.00852,1565365.756097561,0,False,76,80
225002025000,Xe đạp Thống Nhất New 26 Xanh mint,CITYBIKE_P,Xe phổ thông,Xe New 26,Xanh Mint,1030.0191,1659450444.8240938,824.01528,1236.0229199999999,1611087.0612244897,0,False,13,13
226002014000,Xe đạp Thống Nhất LD 24-01 Xanh Santorini,UNKNOWN_GROUP,Unknown group,Unknown line,Xanh Santorini,0.0,0.0,0.0,0.0,1996296.3,0,True,168,185
226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,CITYBIKE_P,Xe phổ thông,Xe LD 24-01_2023,Trắng,722.8749,1219690038.7017195,578.29992,867.44988,1687276.787037037,0,False,26,24
226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,CITYBIKE_P,Xe phổ thông,Xe LD 24-01_2023,Xanh Santorini,363.1188,601309957.16592,290.49504,435.74256,1655959.3090909093,0,False,51,50
226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,CITYBIKE_P,Xe phổ thông,Xe LD 24-01_2023,Nâu,363.0561,601563678.4235572,290.44488,435.66732,1656944.142857143,0,False,52,49
226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,CITYBIKE_P,Xe phổ thông,Xe LD 24-01_2023,Kem,1770.5523,2990895459.996476,1416.4418400000002,2124.66276,1689244.344827586,0,False,5,4
